Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].P 	 vectorElement[i].P_Correction 	 vectorElement[i].U_x 	 vectorElement[i].U_x_Correction 	 vectorElement[i].U_y 	 vectorElement[i].U_y_Correction 	 
-0.2918224882 	 0.2773755500 	 0.1214256034 	 0.3982860778 	 -0.2175794618 	 -0.0000868253 	 -0.2290780613 	 0.0000238811 	 
0.8259033322 	 0.2255670318 	 0.1777853746 	 -0.3699197634 	 -0.2219820149 	 0.0006748791 	 0.8133464199 	 0.0000627742 	 
0.2432716652 	 -0.4072141749 	 0.1366560914 	 0.3736333788 	 0.3487417818 	 0.0000999130 	 0.2084349002 	 -0.0001720254 	 
0.2898285450 	 -0.4276605992 	 0.1416073160 	 0.3297507346 	 0.3786457615 	 0.0001350306 	 0.2567726184 	 -0.0002007127 	 
0.1200762181 	 -0.6255702290 	 0.1575152433 	 0.1603056061 	 0.5873548709 	 0.0000830192 	 0.1129292317 	 -0.0004106314 	 
0.3972711084 	 0.2012653124 	 0.1332104000 	 0.3979029680 	 -0.1673329021 	 0.0002236815 	 0.3303061419 	 0.0000412632 	 
0.8014326852 	 -0.2173361428 	 0.1819329855 	 -0.2693135006 	 0.2131699727 	 0.0005875206 	 0.7864099719 	 -0.0001475027 	 
0.8196181238 	 -0.1115461493 	 0.1772920141 	 -0.2776513585 	 0.1094546431 	 0.0006156570 	 0.8039655333 	 -0.0000254799 	 
-0.0521652968 	 0.6381725564 	 0.1588104609 	 0.1580207526 	 -0.5999141606 	 -0.0000354701 	 -0.0490813151 	 0.0003722388 	 
-0.2676196643 	 -0.3099789103 	 0.1020891556 	 0.3139565430 	 0.2460124870 	 -0.0000878807 	 -0.2121030234 	 -0.0000582785 	 
-0.1749537294 	 -0.3506940182 	 0.1074561142 	 0.3526915036 	 0.2702455544 	 -0.0000426270 	 -0.1346165528 	 -0.0000604123 	 
0.0742091171 	 -0.4766592410 	 0.1314563518 	 0.3414458376 	 0.4111630955 	 0.0000204268 	 0.0640620275 	 -0.0002192649 	 
-0.5976232764 	 0.2158486834 	 0.1529447364 	 0.1455698343 	 -0.2024844552 	 -0.0003592495 	 -0.5609125663 	 0.0000910029 	 
0.8545364471 	 -0.0287861230 	 0.1769386240 	 -0.3695527205 	 0.0285108872 	 0.0006162346 	 0.8414515228 	 -0.0000565469 	 
0.1968772558 	 -0.3868712187 	 0.1310945775 	 0.4029568499 	 0.3174361482 	 0.0000895888 	 0.1616056170 	 -0.0001468615 	 
0.1516005182 	 0.4042613658 	 0.1410591747 	 0.4455274478 	 -0.3308114592 	 0.0000428866 	 0.1240227315 	 0.0002077831 	 
-0.3600104911 	 -0.2686452056 	 0.1088157370 	 0.2955379597 	 0.2244769890 	 -0.0001023130 	 -0.3005707772 	 -0.0000560486 	 
-0.8157863989 	 0.1647087124 	 0.1855637487 	 -0.2607752454 	 -0.1615744436 	 -0.0006064624 	 -0.8007206778 	 0.0000918155 	 
0.2424381918 	 -0.7931340933 	 0.1834825365 	 -0.2598587651 	 0.7781866128 	 0.0001639973 	 0.2377831247 	 -0.0005509832 	 
0.1505945570 	 -0.3666639144 	 0.1260831024 	 0.4229806159 	 0.2847167700 	 0.0000961078 	 0.1169883060 	 -0.0001694531 	 
-0.5800134459 	 0.1921345343 	 0.1474219815 	 0.1765833216 	 -0.1785464431 	 -0.0003565603 	 -0.5395557309 	 0.0000805939 	 
-0.0755328782 	 0.7129517199 	 0.1649301522 	 -0.0056965393 	 -0.6849480804 	 -0.0001241475 	 -0.0725391246 	 0.0004281878 	 
-0.0639433989 	 0.6110641002 	 0.1546239404 	 0.1981902435 	 -0.5690546758 	 -0.0000227109 	 -0.0596814659 	 0.0003988399 	 
0.2435275958 	 0.8003014967 	 0.1889280729 	 -0.2611060917 	 -0.7859976710 	 0.0002198686 	 0.2392406493 	 0.0005553922 	 
-0.3274077834 	 -0.5759204694 	 0.1525124489 	 0.0813891358 	 0.5453462125 	 -0.0001711293 	 -0.3098224857 	 -0.0003213908 	 
0.8361247472 	 -0.1359340518 	 0.1798305442 	 -0.3318762947 	 0.1337542374 	 0.0007070453 	 0.8224134024 	 -0.0000734923 	 
0.6538390958 	 -0.2337538868 	 0.1573879643 	 0.0226107246 	 0.2232161794 	 0.0004438039 	 0.6246439547 	 -0.0001248168 	 
-0.4011147403 	 -0.2984594686 	 0.1162206815 	 0.2544376655 	 0.2612826020 	 -0.0001475744 	 -0.3508753821 	 -0.0001123447 	 
-0.8276926907 	 0.0075499479 	 0.1795370112 	 -0.2704333105 	 -0.0074650590 	 -0.0006215073 	 -0.8119794976 	 -0.0000534048 	 
-0.3474919118 	 0.7337383719 	 0.1812448759 	 -0.2136766296 	 -0.7179917912 	 -0.0002459080 	 -0.3399719441 	 0.0005705139 	 
-0.6290254803 	 0.5935264267 	 0.1871311294 	 -0.3615694619 	 -0.5852762803 	 -0.0003598506 	 -0.6200189091 	 0.0003513594 	 
0.8081287263 	 -0.0089699674 	 0.1772909344 	 -0.2180679168 	 0.0088358306 	 0.0006083211 	 0.7902858299 	 -0.0000438009 	 
0.3378274622 	 0.7591573449 	 0.1864672353 	 -0.2529442493 	 -0.7449355400 	 0.0003470771 	 0.3315835170 	 0.0005293507 	 
0.4265163767 	 0.2042660682 	 0.1399510210 	 0.3888111100 	 -0.1747236299 	 0.0002294104 	 0.3647705717 	 0.0000410942 	 
-0.3892044903 	 -0.2714186168 	 0.1186771057 	 0.3015065600 	 0.2327088531 	 -0.0001327812 	 -0.3332685663 	 -0.0001055399 	 
-0.8212304177 	 0.2160507310 	 0.1872238022 	 -0.3091058864 	 -0.2125332084 	 -0.0006335776 	 -0.8079880308 	 0.0001682166 	 
0.4576891467 	 0.4641206344 	 0.1601407595 	 0.1369040749 	 -0.4378972369 	 0.0002714480 	 0.4319955670 	 0.0003045897 	 
-0.5131714617 	 0.6112882393 	 0.1824655805 	 -0.1665635660 	 -0.5968717286 	 -0.0003626724 	 -0.5010063388 	 0.0004260463 	 
0.4164598367 	 0.4337651887 	 0.1564196802 	 0.2328067687 	 -0.4018566736 	 0.0002774142 	 0.3858342333 	 0.0002618476 	 
-0.8158754945 	 -0.0946981326 	 0.1780383666 	 -0.2562214898 	 0.0927238310 	 -0.0006212712 	 -0.7995598134 	 -0.0000509670 	 
-0.4303926399 	 0.6725144663 	 0.1806839200 	 -0.1746343227 	 -0.6566573187 	 -0.0002919051 	 -0.4201828063 	 0.0005030591 	 
-0.2803793897 	 -0.5961610289 	 0.1504889499 	 0.0819967837 	 0.5637938725 	 -0.0001700823 	 -0.2651703292 	 -0.0003060512 	 
0.4458074441 	 0.4370728011 	 0.1594178966 	 0.1959693498 	 -0.4086424776 	 0.0002935722 	 0.4166317194 	 0.0002718793 	 
-0.2156371468 	 -0.7692623739 	 0.1749463049 	 -0.1990155158 	 0.7510725285 	 -0.0001910612 	 -0.2106639708 	 -0.0005097634 	 
0.6069354329 	 -0.2133124971 	 0.1550617088 	 0.1361483686 	 0.2007473295 	 0.0003782805 	 0.5711699131 	 -0.0000914439 	 
-0.2394084585 	 -0.5655396271 	 0.1473016096 	 0.1694847455 	 0.5266516446 	 -0.0001680473 	 -0.2229327967 	 -0.0002991051 	 
0.0678119146 	 -0.5541662168 	 0.1440330183 	 0.2672933231 	 0.5031506765 	 0.0000204986 	 0.0616717058 	 -0.0002674261 	 
-0.6421656239 	 -0.5873995742 	 0.1816464962 	 -0.4019295449 	 0.5795754102 	 -0.0005637492 	 -0.6335552180 	 -0.0004662487 	 
0.5451424585 	 0.3452234382 	 0.1619290665 	 0.1592112399 	 -0.3250897549 	 0.0003809141 	 0.5132705406 	 0.0002104891 	 
0.7967387422 	 0.0931915396 	 0.1788401837 	 -0.1933853897 	 -0.0909925466 	 0.0005739172 	 0.7784008618 	 0.0000382030 	 
0.2665045629 	 -0.7386702249 	 0.1851849125 	 -0.1169619436 	 0.7194775927 	 0.0001912698 	 0.2596807555 	 -0.0005212652 	 
0.5760129397 	 0.6068634137 	 0.1866924784 	 -0.2706000897 	 -0.5960310505 	 0.0005002592 	 0.5656652866 	 0.0004481690 	 
-0.0936152840 	 -0.5477539294 	 0.1360183053 	 0.2400104366 	 0.4966481540 	 -0.0000436200 	 -0.0848190691 	 -0.0002363702 	 
-0.6623243458 	 0.1306862332 	 0.1542383871 	 0.0579341706 	 -0.1240978141 	 -0.0003985345 	 -0.6294110079 	 0.0000700975 	 
-0.2215683572 	 -0.7181869492 	 0.1717141478 	 -0.0731980410 	 0.6951997771 	 -0.0001039970 	 -0.2145250395 	 -0.0004136637 	 
0.0797370397 	 -0.5272322930 	 0.1371978323 	 0.2844605083 	 0.4719206513 	 0.0000373949 	 0.0714869113 	 -0.0002735626 	 
-0.8039442356 	 -0.1971790852 	 0.1805097653 	 -0.2666841686 	 0.1933562613 	 -0.0005778798 	 -0.7885785863 	 -0.0000769975 	 
-0.0933015373 	 0.6077152361 	 0.1579916185 	 0.2107329792 	 -0.5660458007 	 -0.0000666409 	 -0.0870242905 	 0.0003796647 	 
0.8070804026 	 -0.2684710310 	 0.1821751969 	 -0.3338667020 	 0.2641378065 	 0.0005980710 	 0.7941817464 	 -0.0002551440 	 
0.4087655748 	 -0.6712680082 	 0.1869698135 	 -0.1117803659 	 0.6540369477 	 0.0002839160 	 0.3982873641 	 -0.0004232983 	 
0.1170110332 	 -0.9637941236 	 0.1997977490 	 -0.6941098507 	 0.9613104366 	 0.0000172688 	 0.1165820448 	 -0.0006244564 	 
0.5809718786 	 0.4263509016 	 0.1657929298 	 -0.0120315246 	 -0.4099044287 	 0.0003719976 	 0.5585400637 	 0.0002449544 	 
-0.2937378842 	 0.7914140794 	 0.1858091992 	 -0.2983596489 	 -0.7781504618 	 -0.0002989946 	 -0.2888158238 	 0.0006173891 	 
-0.8000665471 	 -0.3767284430 	 0.1836982808 	 -0.4417339400 	 0.3722023482 	 -0.0006318024 	 -0.7907987083 	 -0.0003025869 	 
0.2897975407 	 0.6503775481 	 0.1668325890 	 0.0148754226 	 -0.6240165161 	 0.0001762548 	 0.2780188017 	 0.0004293006 	 
0.6601016425 	 -0.1556371270 	 0.1599372341 	 0.0731295617 	 0.1479704969 	 0.0004153116 	 0.6278039144 	 -0.0000973552 	 
0.0623397308 	 -0.5035152966 	 0.1389402413 	 0.3338561058 	 0.4429560093 	 0.0000083396 	 0.0549448864 	 -0.0002359373 	 
-0.3106327479 	 0.8162406284 	 0.1848022587 	 -0.3996811485 	 -0.8056053749 	 -0.0001838157 	 -0.3066110947 	 0.0007031709 	 
-0.0990912775 	 0.6586200105 	 0.1625760619 	 0.1131750249 	 -0.6242331644 	 -0.0000815947 	 -0.0938325120 	 0.0003811830 	 
-0.5917521942 	 0.1650283712 	 0.1487158262 	 0.1747018759 	 -0.1534804602 	 -0.0003670333 	 -0.5511500474 	 0.0000862946 	 
0.5102094011 	 0.3927823781 	 0.1604390952 	 0.1563847539 	 -0.3697744154 	 0.0003268113 	 0.4801179173 	 0.0002539855 	 
-0.8453387760 	 0.1616414602 	 0.1868673931 	 -0.3485927094 	 -0.1592249272 	 -0.0006651931 	 -0.8330400457 	 0.0001328949 	 
-0.6150527324 	 0.3685590856 	 0.1692385834 	 0.0113151786 	 -0.3539819542 	 -0.0003481820 	 -0.5908777799 	 0.0002110392 	 
0.6051008099 	 0.6101473329 	 0.1860692426 	 -0.3473215365 	 -0.6010824286 	 0.0004981304 	 0.5960387917 	 0.0003647643 	 
0.2251462160 	 -0.7691294267 	 0.1833205063 	 -0.1731235507 	 0.7511861068 	 0.0001466557 	 0.2200763735 	 -0.0006261698 	 
0.6098698897 	 0.6931637584 	 0.1936986710 	 -0.5398852767 	 -0.6880613872 	 0.0005679673 	 0.6056581030 	 0.0005924926 	 
-0.3625385201 	 -0.6575730156 	 0.1633428267 	 -0.1047188954 	 0.6364577386 	 -0.0001905377 	 -0.3508619048 	 -0.0004406013 	 
-0.8634373678 	 -0.0735596366 	 0.1762145224 	 -0.4110473976 	 0.0724060973 	 -0.0007170888 	 -0.8516396535 	 -0.0000895553 	 
-0.1520644002 	 0.7300868530 	 0.1712676272 	 -0.0586376752 	 -0.7057739738 	 -0.0000782541 	 -0.1470142162 	 0.0004882271 	 
0.8604884950 	 -0.0783230413 	 0.1745940036 	 -0.4090512940 	 0.0774436018 	 0.0006981783 	 0.8482603566 	 -0.0001441810 	 
0.8314325241 	 -0.0843691328 	 0.1761541801 	 -0.3095205170 	 0.0827371728 	 0.0007210140 	 0.8164755642 	 -0.0000575941 	 
0.3989260372 	 0.4575272250 	 0.1591702912 	 0.2319679888 	 -0.4248913167 	 0.0002467560 	 0.3703791567 	 0.0002954047 	 
0.4988834240 	 0.4945974673 	 0.1635224600 	 0.0263642681 	 -0.4734907846 	 0.0003000674 	 0.4775605847 	 0.0003387307 	 
-0.0754883310 	 0.8420309748 	 0.1848674937 	 -0.3061803759 	 -0.8280258700 	 -0.0000239071 	 -0.0739659985 	 0.0005579237 	 
0.2255894527 	 0.8236302481 	 0.1911473371 	 -0.3092205289 	 -0.8108466618 	 0.0001926228 	 0.2220353427 	 0.0006367841 	 
0.4916072476 	 -0.6104598800 	 0.1858305920 	 -0.1099787099 	 0.5945469024 	 0.0003062817 	 0.4787366382 	 -0.0004489973 	 
-0.5455345740 	 -0.6272249284 	 0.1763104712 	 -0.2946726604 	 0.6155956732 	 -0.0003692872 	 -0.5354535948 	 -0.0004968664 	 
0.3781963767 	 -0.1578110843 	 0.1138969772 	 0.3608987439 	 0.1251756031 	 0.0001520588 	 0.3001819769 	 -0.0000260590 	 
0.7849391743 	 0.1953626472 	 0.1813047217 	 -0.2042000691 	 -0.1910078867 	 0.0005490459 	 0.7678146409 	 0.0002169576 	 
0.3334718618 	 0.2452470110 	 0.1442930694 	 0.4781578764 	 -0.1957997918 	 0.0001990661 	 0.2662475458 	 0.0001024704 	 
0.8307674755 	 -0.2140435579 	 0.1829493462 	 -0.3550698337 	 0.2107187582 	 0.0006223576 	 0.8183952320 	 -0.0001614811 	 
0.0184234011 	 0.6719247532 	 0.1624359576 	 0.0978160514 	 -0.6379359151 	 0.0000309662 	 0.0173036303 	 0.0004832317 	 
0.2286943848 	 0.1137263729 	 0.1740068563 	 0.6926009367 	 -0.0452767753 	 0.0005878823 	 0.0919573687 	 -0.0004030498 	 
-0.3392034061 	 -0.4743313183 	 0.1388771899 	 0.1993301768 	 0.4360110274 	 -0.0002024865 	 -0.3117322625 	 -0.0002209947 	 
0.3784807125 	 0.7902812207 	 0.1829369790 	 -0.4169868955 	 -0.7803907283 	 0.0002536305 	 0.3738969469 	 0.0006377434 	 
-0.7980145312 	 -0.2483604786 	 0.1826641847 	 -0.2836963704 	 0.2438454677 	 -0.0005694398 	 -0.7837965881 	 -0.0002270296 	 
-0.8451690783 	 0.0315448711 	 0.1819641123 	 -0.3189373521 	 -0.0310518636 	 -0.0007248066 	 -0.8311542148 	 -0.0000134303 	 
-0.2141879091 	 -0.1450089289 	 0.0476773924 	 0.1867191164 	 0.0610163135 	 0.0003530156 	 -0.0896023572 	 0.0001545609 	 
0.0419743597 	 0.8550586048 	 0.1845896363 	 -0.3424898591 	 -0.8420409367 	 0.0000146178 	 0.0415406452 	 0.0006006865 	 
0.2082886037 	 -0.8738707787 	 0.1940385364 	 -0.4493076106 	 0.8651636328 	 0.0001277284 	 0.2062817579 	 -0.0006329978 	 
-0.3356330960 	 0.7608882868 	 0.1813144196 	 -0.2757769510 	 -0.7467163791 	 -0.0003090387 	 -0.3295234793 	 0.0006274377 	 
0.0214486806 	 -0.5335235129 	 0.1390188031 	 0.2905011050 	 0.4777800948 	 0.0000013972 	 0.0191792168 	 -0.0002434551 	 
-0.2687313996 	 -0.5690125327 	 0.1471986657 	 0.1362117406 	 0.5328777350 	 -0.0002024586 	 -0.2514487665 	 -0.0003358355 	 
-0.6012201832 	 0.6007450052 	 0.1823674718 	 -0.3309766075 	 -0.5911163009 	 -0.0003672148 	 -0.5914866920 	 0.0004973238 	 
0.0440324028 	 -0.6081339658 	 0.1480618946 	 0.1818499591 	 0.5652804057 	 0.0000077132 	 0.0411123940 	 -0.0003744789 	 
-0.5957185233 	 0.5501046107 	 0.1856451058 	 -0.1929609637 	 -0.5382657893 	 -0.0004313719 	 -0.5827385356 	 0.0004213286 	 
-0.1475628707 	 -0.8674065017 	 0.1899484329 	 -0.4013808877 	 0.8567382316 	 -0.0001556285 	 -0.1457071528 	 -0.0005921684 	 
0.5712785456 	 -0.2944574648 	 0.1544439952 	 0.1351089514 	 0.2768342884 	 0.0003763996 	 0.5375371895 	 -0.0002048945 	 
-0.8690627663 	 -0.0231935272 	 0.1764099259 	 -0.4197475680 	 0.0227276789 	 -0.0007399555 	 -0.8574207318 	 -0.0000026213 	 
-0.2310447202 	 0.8734070024 	 0.1885978900 	 -0.4890908659 	 -0.8653493740 	 -0.0002549072 	 -0.2287773100 	 0.0006341557 	 
0.8255943868 	 -0.0329305749 	 0.1766631975 	 -0.2772314810 	 0.0321528197 	 0.0006783940 	 0.8095906369 	 -0.0000329558 	 
0.3486321275 	 -0.1602552705 	 0.1221362291 	 0.4188590125 	 0.1215291967 	 0.0000683662 	 0.2646387642 	 0.0000965937 	 
0.8199799835 	 0.0180896822 	 0.1786465599 	 -0.2500903649 	 -0.0177668386 	 0.0006250922 	 0.8032946120 	 -0.0000027630 	 
-0.1624005394 	 -0.8409386537 	 0.1869510464 	 -0.3343335965 	 0.8282800596 	 -0.0001073407 	 -0.1598754128 	 -0.0005845849 	 
0.2729198949 	 0.8034448743 	 0.1879104392 	 -0.3042523554 	 -0.7903710363 	 0.0002414339 	 0.2684809792 	 0.0006743458 	 
0.6759415983 	 0.5144620061 	 0.1816584932 	 -0.3322788132 	 -0.5060582404 	 0.0004645009 	 0.6652037193 	 0.0003785102 	 
-0.0400569936 	 0.7946119979 	 0.1782063189 	 -0.1759687806 	 -0.7753881337 	 -0.0000166367 	 -0.0390623681 	 0.0005556007 	 
-0.8394903358 	 -0.0197440301 	 0.1781460925 	 -0.3145513128 	 0.0195409850 	 -0.0007431657 	 -0.8248643903 	 -0.0000424978 	 
-0.3769265796 	 0.7303048268 	 0.1821015973 	 -0.2415016147 	 -0.7156636478 	 -0.0003213972 	 -0.3693552898 	 0.0006018351 	 
-0.5427187868 	 0.6079501449 	 0.1836523028 	 -0.2136720895 	 -0.5950827950 	 -0.0004292955 	 -0.5312417015 	 0.0005215835 	 
-0.7389976965 	 0.2771110640 	 0.1818628525 	 -0.1421188418 	 -0.2701391619 	 -0.0004631336 	 -0.7203154490 	 0.0001921707 	 
-0.7806057580 	 0.3755937015 	 0.1870046456 	 -0.3668771822 	 -0.3705275163 	 -0.0005351883 	 -0.7696751129 	 0.0002978346 	 
-0.7864689007 	 -0.3496173573 	 0.1833302585 	 -0.3628189713 	 0.3445494744 	 -0.0005935811 	 -0.7750908596 	 -0.0003202258 	 
0.7536969539 	 -0.3262175438 	 0.1768482208 	 -0.2607063526 	 0.3196984733 	 0.0005589449 	 0.7385345909 	 -0.0002210811 	 
0.6168394974 	 0.5078798457 	 0.1800858175 	 -0.1787795518 	 -0.4958101953 	 0.0004262714 	 0.6023352256 	 0.0003380900 	 
-0.3533114899 	 -0.1912326918 	 0.1040495745 	 0.3296409117 	 0.1499847740 	 0.0000575852 	 -0.2767751839 	 -0.0000128529 	 
0.3968587749 	 -0.6983604716 	 0.1901895082 	 -0.1512849445 	 0.6822991799 	 0.0002943625 	 0.3878082963 	 -0.0005019738 	 
0.3202685467 	 0.7831193641 	 0.1896187615 	 -0.2893672067 	 -0.7700955592 	 0.0002931614 	 0.3149494454 	 0.0006555438 	 
0.5697206117 	 0.5284897176 	 0.1806466642 	 -0.1109058805 	 -0.5139742590 	 0.0003684729 	 0.5541409508 	 0.0003047116 	 
0.2377131989 	 -0.8716663123 	 0.1963751171 	 -0.4581552023 	 0.8633617214 	 0.0001496069 	 0.2357599391 	 -0.0006593787 	 
0.2832664537 	 0.8313411122 	 0.1877146030 	 -0.4048508117 	 -0.8210614017 	 0.0002868579 	 0.2799195178 	 0.0006797543 	 
-0.4804827609 	 -0.6714460333 	 0.1780626469 	 -0.2697354662 	 0.6582735260 	 -0.0003550733 	 -0.4711576083 	 -0.0004486194 	 
-0.8351313893 	 -0.3269822884 	 0.1830352012 	 -0.4880829742 	 0.3236791744 	 -0.0006858379 	 -0.8266621435 	 -0.0002216146 	 
-0.8337115905 	 -0.0708749272 	 0.1774288752 	 -0.3077011167 	 0.0697626471 	 -0.0007284753 	 -0.8188023571 	 -0.0000649050 	 
0.5873201064 	 0.5045643105 	 0.1772334567 	 -0.1163265077 	 -0.4906707122 	 0.0004384866 	 0.5707721163 	 0.0002966135 	 
-0.7448637519 	 0.3282239922 	 0.1828657130 	 -0.2137637302 	 -0.3213358544 	 -0.0004996351 	 -0.7290354539 	 0.0002155064 	 
0.8142787817 	 0.0693129932 	 0.1790490040 	 -0.2391929931 	 -0.0679049833 	 0.0006371904 	 0.7973410310 	 0.0000393374 	 
-0.4185461029 	 0.6997866322 	 0.1812551324 	 -0.2246697887 	 -0.6850468724 	 -0.0003332617 	 -0.4097425886 	 0.0005653281 	 
-0.7271535258 	 0.3043605545 	 0.1794031040 	 -0.1490687215 	 -0.2963727330 	 -0.0004893812 	 -0.7087656602 	 0.0002443409 	 
-0.5013135396 	 0.6385518368 	 0.1835162989 	 -0.2044781338 	 -0.6247222700 	 -0.0003870694 	 -0.4904945046 	 0.0005158980 	 
0.3674631263 	 0.7623904453 	 0.1834535248 	 -0.3148415147 	 -0.7498002470 	 0.0003770883 	 0.3612173647 	 0.0006471475 	 
-0.8062665621 	 0.5038631913 	 0.2052768358 	 -0.5954352717 	 -0.5017548904 	 -0.0005114710 	 -0.8024970923 	 0.0003877324 	 
-0.4599274734 	 0.6691509714 	 0.1824483177 	 -0.2091954119 	 -0.6546874844 	 -0.0003604001 	 -0.4499977281 	 0.0005516358 	 
-0.2116099315 	 0.8523696964 	 0.1915753859 	 -0.3893002517 	 -0.8418505727 	 -0.0001992813 	 -0.2089397675 	 0.0006863874 	 
0.8075275004 	 0.1205885448 	 0.1801000769 	 -0.2326644591 	 -0.1180533050 	 0.0006688507 	 0.7906477675 	 0.0000879223 	 
-0.4509339267 	 -0.6680403370 	 0.1762106543 	 -0.2156342788 	 0.6531197927 	 -0.0003190520 	 -0.4407463821 	 -0.0004663562 	 
-0.5748324435 	 -0.6305614404 	 0.1794152499 	 -0.3537892097 	 0.6207690248 	 -0.0004516432 	 -0.5657893086 	 -0.0004521747 	 
-0.4442516106 	 -0.7193066941 	 0.1791734479 	 -0.3290473871 	 0.7073545707 	 -0.0002835235 	 -0.4369822391 	 -0.0004905134 	 
-0.8276976738 	 -0.1220876320 	 0.1785909970 	 -0.3028414905 	 0.1199375428 	 -0.0006623896 	 -0.8128614120 	 -0.0000961114 	 
0.4108067927 	 0.4845677645 	 0.1586531586 	 0.1687136888 	 -0.4548100945 	 0.0002712360 	 0.3854693853 	 0.0003425681 	 
-0.1826586260 	 0.8547439292 	 0.1910098724 	 -0.3772083636 	 -0.8436795616 	 -0.0000929976 	 -0.1803398094 	 0.0007210615 	 
-0.8216610479 	 -0.1733196488 	 0.1791569902 	 -0.3105709169 	 0.1703074907 	 -0.0006827087 	 -0.8072627639 	 -0.0001077967 	 
-0.2039734728 	 -0.7420131847 	 0.1720646394 	 -0.1231373327 	 0.7207480653 	 -0.0001384053 	 -0.1979240662 	 -0.0005407485 	 
0.8435830952 	 0.0724766404 	 0.1799818758 	 -0.3299216990 	 -0.0711913418 	 0.0006785305 	 0.8297356510 	 0.0000017926 	 
-0.3214430333 	 -0.6268206698 	 0.1614610735 	 0.0131344565 	 0.6003558054 	 -0.0001693402 	 -0.3079184427 	 -0.0003728295 	 
0.0070482926 	 0.7740210681 	 0.1782911978 	 -0.1113928689 	 -0.7524439071 	 -0.0000108066 	 0.0068368731 	 0.0005194272 	 
0.5744371493 	 -0.5495575418 	 0.1858356253 	 -0.1435067341 	 0.5363608733 	 0.0004504762 	 0.5605468133 	 -0.0003310964 	 
-0.3656847642 	 -0.2180588858 	 0.1012828087 	 0.2932436803 	 0.1771951461 	 -0.0000848236 	 -0.2967346720 	 -0.0000109942 	 
-0.0224535533 	 0.7706935629 	 0.1781548816 	 -0.1030871534 	 -0.7488285702 	 -0.0000595646 	 -0.0220247884 	 0.0005355545 	 
-0.8516839947 	 -0.1759943674 	 0.1797114235 	 -0.4075764102 	 0.1735070264 	 -0.0007233941 	 -0.8403842668 	 -0.0001570733 	 
0.1311690188 	 -0.7275767828 	 0.1754446694 	 -0.0240521413 	 0.7023697698 	 0.0000322087 	 0.1265939899 	 -0.0004423707 	 
-0.1108526862 	 0.6314907028 	 0.1565357259 	 0.1470065386 	 -0.5937677816 	 -0.0000787799 	 -0.1044813829 	 0.0003984107 	 
0.0159569773 	 -0.4829863932 	 0.1355528625 	 0.3566114614 	 0.4169168919 	 -0.0000177721 	 0.0137608372 	 -0.0001951891 	 
-0.5385327813 	 -0.6799115617 	 0.1757294290 	 -0.4156376221 	 0.6704121890 	 -0.0005221499 	 -0.5312967054 	 -0.0004765530 	 
0.6244574258 	 -0.2371060504 	 0.1592544327 	 0.0952745546 	 0.2246550877 	 0.0004506250 	 0.5922569917 	 -0.0001442020 	 
-0.7685307246 	 0.2737703598 	 0.1850080647 	 -0.2110143690 	 -0.2678993614 	 -0.0005277342 	 -0.7525064604 	 0.0001732629 	 
-0.4361122585 	 0.7235276334 	 0.1813833126 	 -0.3181280997 	 -0.7114876752 	 -0.0002879461 	 -0.4287081347 	 0.0006476575 	 
0.4972108021 	 -0.6615566968 	 0.1855526701 	 -0.2458774387 	 0.6490761400 	 0.0004148106 	 0.4876461020 	 -0.0004433692 	 
-0.2226040100 	 0.5672256516 	 0.1533808769 	 0.2039350936 	 -0.5271933583 	 -0.0001751737 	 -0.2069538067 	 0.0003648536 	 
-0.2046787624 	 -0.8708319671 	 0.1906431273 	 -0.4495793255 	 0.8617067819 	 -0.0001943487 	 -0.2027986252 	 -0.0005280529 	 
0.3910186881 	 0.1241078333 	 0.1298052546 	 0.4240762112 	 -0.0985390059 	 0.0001456347 	 0.3104507240 	 -0.0000266796 	 
-0.2217731544 	 -0.5892186165 	 0.1495375370 	 0.1449180846 	 0.5518262461 	 -0.0001421444 	 -0.2075368930 	 -0.0003277892 	 
0.5988185918 	 0.6627648225 	 0.1909249761 	 -0.4437504469 	 -0.6555837728 	 0.0005939515 	 0.5925227276 	 0.0005603275 	 
-0.7567666499 	 0.4304896645 	 0.1907365588 	 -0.3667417480 	 -0.4249154729 	 -0.0005314123 	 -0.7466741343 	 0.0002635939 	 
0.0897883930 	 -0.7579270098 	 0.1743811681 	 -0.0956405143 	 0.7352705414 	 0.0000222351 	 0.0870381437 	 -0.0004893424 	 
-0.4450764672 	 0.0535735743 	 0.1202792145 	 0.3425271262 	 -0.0445111439 	 -0.0001338162 	 -0.3713754397 	 -0.0000014396 	 
-0.1167885319 	 0.8118238297 	 0.1852445765 	 -0.2237042145 	 -0.7953003965 	 -0.0000200249 	 -0.1143490385 	 0.0005535414 	 
-0.1350602806 	 0.8349772734 	 0.1881006231 	 -0.2946282079 	 -0.8210806121 	 -0.0000583498 	 -0.1329099588 	 0.0006263347 	 
-0.0873257367 	 0.8151020159 	 0.1815991367 	 -0.2369798517 	 -0.7984594576 	 -0.0000236470 	 -0.0857290563 	 0.0006106933 	 
-0.5602793483 	 0.6316978582 	 0.1829192040 	 -0.3105710765 	 -0.6211560117 	 -0.0004696709 	 -0.5509166141 	 0.0004897581 	 
